id igralca,ime,vloga
0587060,Ben Miles,Patrick Maitland
0185404,Richard Coyle,Jeffrey 'Jeff' Murdock
0035635,Brice Armstrong,Narrator
1254072,Steve Olson,Narrator (Blue Water dub)
0618955,Stephanie Nadolny,Goku
1253273,Zoe Slusar,Goku (Blue Water dub)
0754526,Christopher Sabat,Yamcha
0901624,Tiffany Vollmer,Bulma
1508585,Leda Davies,Bulma (Blue Water dub)
0568772,Mike McFarland,Master Roshi
0031290,Monika Antonelli,Puar
1405910,Victor Atelevich,Yamcha (Blue Water dub)
1444610,Chris Simms,Puar (Blue Water dub)
1332434,Bradford Jackson,Oolong
1508383,Mike Thiessen,Krillin (Blue Water dub)
1041619,Laurie Steele,Krillin
0566787,Meredith McCoy,Launch
0121423,John Burgmeier,Tien
0001938,Richard Belzer,John Munch
0424800,Clark Johnson,Meldrick Lewis
0001433,Yaphet Kotto,Al Giardello
0001717,Kyle Secor,Tim Bayliss
0105672,Andre Braugher,Frank Pembleton
0502425,Melissa Leo,Kay Howard
0224703,Reed Diamond,Mike Kellerman
0956539,Sharon Ziman,Naomi
0001099,Jeff Daniels,Will McAvoy
0607865,Emily Mortimer,MacKenzie McHale
0302330,John Gallagher Jr.,Jim Harper
0683467,Alison Pill,Maggie Jordan
0755603,Thomas Sadoski,Don Keefer
2353862,Dev Patel,Neal Sampat
1601397,Olivia Munn,Sloan Sabbith
0001832,Sam Waterston,Charlie Skinner
1663252,Chris Chalk,Gary Cooper
4622699,Margaret Judson,Tess Westin
0692013,Adina Porter,Kendra James
4866475,John F. Carpenter,Herb Wilson
4626339,Thomas Matthews,Martin Stallworth
0870913,Trieu Tran,Joey Phan
0918641,Charlie Weirauch,Jake Watson
1570774,Wynn Everett,Tamara Hart
3754272,Riley Voelkel,Jenna Johnson
0582149,Chris Messina,Reese Lansing
0170306,Stephen Colbert,Himself - Host
0593267,David Mitchell,Mark Corrigan
0916267,Robert Webb,Jeremy Usborne
0455057,Matt King,Super Hans
1469236,Olivia Colman,Sophie Chapman
0001314,John Hannah,Batiatus
0071847,Manu Bennett,Crixus
0579795,Peter Mensah,Oenomaus
1967109,Dustin Clare,Gannicus
1479022,Nick E. Tarabay,Ashur
0005128,Lucy Lawless,Lucretia
0942952,Craig Walsh-Wrightson,Solonius
2788229,Lesley-Ann Brandt,Naevia
1991541,Antonio Te Maioha,Barca
0522262,Stephen Lovatt,Tullius
1432313,Shane Rangi,Dagan
3469389,Jessica Grace Smith,Diona
0890501,Raicho Vasilev,Gnaeus
3836671,Ioane King,Rhaskos
0708338,Marisa Ramirez,Melitta
3467834,Gareth Williams,Vettius
0859005,Jeffrey Thomas,Titus
1444665,Jaime Murray,Gaia
2496954,Josef Brown,Auctus
0270356,Peter Feeney,Quintilius Varis
1042571,Steven A. Davis,Indus
0607325,Temuera Morrison,Doctore
1399073,Vincent Roxburgh,Duratius
3813442,David Austin,Medicus
1396997,Jason Hood,Cossutius
0481892,Andrew Laing,Magistrate Sextus
1813878,Andy Whitfield,Spartacus
0940346,David E. Woodley,Petronius
4861420,Joel Oliver,Caburus
0840539,Mayo Suzukaze,Himura Kenshin
0134449,Richard Cansino,Himura Kenshin
0254219,Dean Wein,Shikijo (2000)
0088650,Dina Sherman,Ayame
0520901,Dan Martin,Chief Officer
0369981,Brianne Brozey,Yahiko (1996-1998)
0000027,Alec Guinness,George Smiley
0419785,Michael Jayston,Peter Guillam
0060766,Anthony Bate,Sir Oliver Lacon
0786577,George Sewell,Mendel
0378404,Bernard Hepton,Toby Esterhase
0007183,Ian Richardson,Bill Haydon
0071799,Hywel Bennett,Ricki Tarr
0726600,Terence Rigby,Roy Bland
0000846,Ian Bannen,Jim Prideaux
0017739,Michael Aldridge,Percy Alleline
0754723,Alec Sabin,Fawn
0461594,Alexander Knox,Control
0427982,Duncan Jones,Roach
0066319,Daniel Beecher,Spikely
0920272,John Wells,Headmaster
0174032,Frank Compton,Bryant
0602088,Frank Moorey,Lauda Strickland
0004804,Drew Carey,Himself - Host
0595110,Colin Mochrie,Himself
0830198,Ryan Stiles,Himself
0103750,Wayne Brady,Himself
0355817,Laura Hall,Herself
0852777,Linda Taylor,Herself
0001526,Patrick McGoohan,Number Six
0615569,Angelo Muscat,The Butler
0822842,Peter Swanwick,Supervisor
0175834,Kevin Conroy,Batman
0152839,Tara Strong,Barbara Gordon
0883996,Mathew Valencia,Robin
0956544,Efrem Zimbalist Jr.,Alfred Pennyworth
0803890,Gustaf Skarsgård,Floki
0935395,Katheryn Winnick,Lagertha
1573253,Alexander Ludwig,Bjorn Lothbrok
1379938,Travis Fimmel,Ragnar Lothbrok
1641140,Clive Standen,Rollo
2542123,Maude Hirst,Helga
1451415,Alyssa Sutherland,Queen Aslaug
3974805,Moe Dunford,Aethelwulf
0730070,Linus Roache,King Ecbert
2356851,Jordan Patrick Smith,Ubbe
5405979,Alex Høgh Andersen,Ivar
4491241,George Blagden,Athelstan
3262524,Jennie Jacques,Judith
0442559,John Kavanagh,The Seer
0319698,Jessalyn Gilsig,Siggy Haraldson
6354997,Georgia Hirst,Torvi
0291918,Peter Franzén,King Harald Finehair
5481344,Edvin Endre,Erlendur
0837064,David Suchet,Hercule Poirot
0292140,Hugh Fraser,Captain Hastings
0413946,Philip Jackson,Chief Inspector Japp
0602954,Pauline Moran,Miss Lemon
0252961,Idris Elba,DCI John Luther
1546206,Warren Brown,DS Justin Ripley
0189720,Dermot Crowley,DSU Martin Schenk
0806968,Michael Smiley,Benny Silver
2235721,Ruth Wilson,Alice Morgan
0001524,Paul McGann,Mark North
0025458,Nikki Amuka-Bird,DCI Erin Gray
0533599,Steven Mackintosh,DCI Ian Reed
0716293,Saskia Reeves,DSU Rose Teller
0890055,Indira Varma,Zoe Luther
0567129,Christopher McCulloch,Hank Venture
0881672,James Urbaniak,Dr. Venture
0999118,Michael Sinterniklaas,Dean Venture
0358452,Doc Hammer,Henchman 21
0911320,Patrick Warburton,Brock Samson
1708355,Steven Rattazzi,Dr. Orpheus
0532683,Gabriel Macht,Harvey Specter
1140666,Patrick J. Adams,Mike Ross
0389069,Rick Hoffman,Louis Litt
1620783,Meghan Markle,Rachel Zane
1423048,Sarah Rafferty,Donna Paulsen
0868659,Gina Torres,Jessica Pearson
1483369,Chris O'Dowd,Roy Trenneman
1547964,Richard Ayoade,Maurice Moss
1817670,Katherine Parkinson,Jen Barber
1546196,Matt Berry,Douglas Reynholm
1661282,Janet Varney,Korra
0071818,Jeff Bennett,Shiro Shinobi - Radio Broadcaster
0048389,Dee Bradley Baker,Naga
0126260,P.J. Byrne,Bolin
0004910,David Faustino,Mako
0799777,J.K. Simmons,Tenzin
2437267,Seychelle Gabriel,Asami Sato
0827565,Mindy Sterling,Lin Beifong
4960791,Logan Wells,Meelo
2215143,Kiernan Shipka,Jinora
0383422,John Michael Higgins,Varrick
0000100,Rowan Atkinson,Mr. Bean
0602836,Dylan Moran,Bernard Black
0047155,Bill Bailey,Manny
0340067,Tamsin Greig,Fran
1312191,Shirô Saitô,Gondo
0641932,Peggy O'Neal,Girl
0028037,Dino Andrade,Children
0108861,Kevin Brief,Kanzaki
1379850,Loy Edge,SWAT
0329361,Barbara Goodson,Maruta
1512156,Kate Higgins,Children
0412911,Patricia Ja Lee,Fom
0566332,Michael McConnohie,Commander
1240448,Liam O'Brien,Fake Laughing Man
0753223,Douglas Rye,Litton
0823048,Barry Stigler,Foreign Minister
0422849,Doug Stone,Matsuoka
0397364,Julie Ann Taylor,Miyahara
1312566,Kari Wahlgren,Sales Person
0489834,Tom Wyner,Interior Minister
0015924,Mari Devon,Seymour
1324897,Grant George,Akamine
1387237,Carrie Savage,Tachikoma
0118612,John Snyder,Kazundo Gouda
0176869,Steve Coogan,Alan Partridge
0180504,Phil Cornwell,Dave Clifton
0338425,Simon Greenall,Michael
0598748,Felicity Montagu,Lynn Benfield
0123404,Andrew Burt,Voice of Radio Norwich
0244167,Barbara Durkin,Susan
0680766,Sally Phillips,Sophie
0120111,Amelia Bullmore,Sonja
0484202,James Lance,Ben
0773768,David Schneider,Tony Hayers
0199215,Hugh Dancy,Will Graham
0586568,Mads Mikkelsen,Dr. Hannibal Lecter
0223518,Caroline Dhavernas,Dr. Alana Bloom
0000401,Laurence Fishburne,Jack Crawford
0860690,Scott Thompson,Jimmy Price
1378320,Aaron Abrams,Brian Zeller
0000096,Gillian Anderson,Dr. Bedelia Du Maurier
1782292,Hettienne Park,Beverly Katz
0921942,Billy West,Philip J. Fry
0005408,Katey Sagal,Turanga Leela
0224007,John DiMaggio,Bender
0534134,Tress MacNeille,Linda
0482851,Phil LaMarr,Hermes Conrad
0866300,Lauren Tom,Amy Wong
0005606,Maurice LaMarche,Morbo
0379114,David Herman,Scruffy
0071847,Manu Bennett,Crixus
2213306,Daniel Feuerriegel,Agron
0579795,Peter Mensah,Doctore
0005128,Lucy Lawless,Lucretia
1479022,Nick E. Tarabay,Ashur
2130586,Viva Bianca,Ilithyia
2553987,Liam McIntyre,Spartacus
3723888,Pana Hema Taylor,Nasir
1870963,Cynthia Addai-Robinson,Naevia
1967109,Dustin Clare,Gannicus
2642974,Heath Jones,Donar
0492345,Katrina Law,Mira
1712005,Ellen Hollman,Saxa
1304727,Barry Duffield,Lugo
5950778,Kelvin Taylor,Kraynos
0694293,Robert Powell,Jesus Christ
0000843,Anne Bancroft,Mary Magdalene
0000308,Ernest Borgnine,The Centurion
0267232,James Farentino,Simon Peter
0574534,Ian McShane,Judas Iscariot
0001626,Christopher Plummer,Herod Antipas
0001377,Olivia Hussey,Virgin Mary
0900963,Tony Vogel,Andrew
0244912,John Duttine,John the Evangelist
0001868,Michael York,John the Baptist
0612169,Jonathan Muller,James I
0001012,Claudia Cardinale,The Adulteress
0181305,Valentina Cortese,Herodias
0630215,Sergio Nicolai,James II
0000051,James Mason,Joseph of Arimathea
0000059,Laurence Olivier,Nicodemus
0000063,Anthony Quinn,Caiaphas
0001768,Rod Steiger,Pontius Pilate
0247603,John Eastham,Bartholomew
0000453,Ian Holm,Zerah
0000846,Ian Bannen,Amos
0804275,Keith Skinner,Obessed Boy
0913481,Keith Washington,Matthew
0307261,David Garfield,Amos
0726403,Robert Rietty,Various small roles
0886424,Nikki Van der Zyl,Salome
1698655,Erdal Besikçioglu,Behzat Ç.
4245240,Fatih Artman,Harun
4245708,Inanç Konukçu,Hayalet
2704055,Seda Bakan,Eda
4246039,Berkan Sal,Akbaba
4428959,Ayça Eren,Sule
1855651,Berke Üzrek,Cevdet
2667193,Canan Erguder,Savci Esra
0043709,Ege Aydan,Sevket
4597034,Eray Eserol,Tahsin
4245857,Hakan Hatipoglu,Selim
0402271,Charlie Hunnam,Jackson 'Jax' Teller
0005408,Katey Sagal,Gemma Teller Morrow
0095478,Mark Boone Junior,Robert 'Bobby Elvis' Munson
0167649,Kim Coates,Alexander 'Tig' Trager
0281107,Tommy Flanagan,Filip 'Chibs' Telford
0744331,Theo Rossi,Juan Carlos 'Juice' Ortiz
0130502,Dayton Callie,Wayne Unser
1745019,Maggie Siff,Dr. Tara Knowles
0000579,Ron Perlman,Clarence 'Clay' Morrow
3157157,David Labrava,Happy Lowman
0403652,Ryan Hurst,Harry 'Opie' Winston
0524747,William Lucking,Piermont 'Piney' Winston
0650355,Michael Ornstein,Chuck 'Chucky' Marstein
0880181,Winter Ave Zoli,Lyla Winston
0001751,Jimmy Smits,Nero Padilla
1294002,Niko Nicotera,George 'Ratboy' Skogstrom
3042755,Thomas Middleditch,Richard Hendricks
2554352,T.J. Miller,Erlich Bachman
3091777,Josh Brener,Nelson 'Big Head' Bighetti
0771414,Martin Starr,Bertram Gilfoyle
3529685,Kumail Nanjiani,Dinesh Chugtai
1468739,Amanda Crew,Monica
2046855,Zach Woods,Donald 'Jared' Dunn
0743671,Matt Ross,Gavin Belson
4497202,Jimmy O. Yang,Jian Yang
0190550,Suzanne Cryer,Laurie Bream
1616945,Aly Mawji,Aly Dutta
4556647,Brian Tichnell,Jason
1634823,Jill E. Alexander,Patrice
0924502,Bernard White,Spiritual Advisor
3510938,Dustyn Gulledge,Evan
0005299,Sarah Paulson,Marcia Clark
0000237,John Travolta,Robert Shapiro
1250791,Sterling K. Brown,Christopher Darden
0158846,Kenneth Choi,Judge Lance Ito
0166061,Christian Clemenson,Bill Hodgman
0000421,Cuba Gooding Jr.,O.J. Simpson
0339304,Bruce Greenwood,Gil Garcetti
0001447,Nathan Lane,F. Lee Bailey
0001710,David Schwimmer,Robert Kardashian
0005524,Courtney B. Vance,Johnnie Cochran
3078932,Lady Gaga,Donatella Versace
0004964,Dale Godboldo,Carl E. Douglas
4863234,Ariel D. King,Arnelle Simpson
3052380,Tye White,Jason Simpson
1720134,Angel Parker,Shawn Chapman
4126230,Jessica Blair Herman,Kim Goldman
0731346,Leonard Roberts,Dennis Schatzman
0802759,Joseph Siravo,Fred Goldman
0064277,Susan Beaubian,Armanda Cooley
0114383,P.L. Brown,Easter Island
0313139,Roslyn Gentle,The Demon
0688432,Jeris Poindexter,Juror
2958549,Jenna Willis,Tanya Brown
0175134,Chris Conner,Jeffrey Toobin
0001555,Rob Morrow,Barry Scheck
0607666,Robert Morse,Dominick Dunne
1077920,Keesha Sharp,Dale Cochran
5960849,Kelsey Griswold,Dominique Brown
0566911,Mary Anne McGarry,Juditha Brown
0061777,Chris Bauer,Detective Tom Lange
0108287,Jordana Brewster,Denise Brown
0113595,Garrett M. Brown,Lou Brown
0569732,Michael McGrady,Detective Phillip Van Atter
1018679,Steven Pasquale,Detective Mark Fuhrman
0102020,Christopher Boyer,Juror
2072060,Cocoa Brown,Queen Bee
1517335,Chuck Ashworth,Bailiff
0202682,Diana Daves,Golden Girl
1032782,Virginia Louise Smith,Francine Florio-Bunten
2713973,Noree Victoria,En Vogue
0005415,China Shavers,Shirley Simpson
0654110,Clive Owen,Dr. John W. Thackery
2428245,André Holland,Dr. Algernon Edwards
2205243,Jeremy Bobb,Herman Barrow
1628115,Juliet Rylance,Cornelia Robertson
2016723,Eve Hewson,Lucy Elkins
0029400,Michael Angarano,Dr. Bertie Chickering Jr.
0786806,Cara Seymour,Sister Harriet
0425053,Eric Johnson,Dr. Everett Gallinger
2884388,Chris Sullivan,Tom Cleary
0385674,Grainger Hines,Captain August Robertson
2351500,Zuzanna Szadkowski,Nurse Pell
4466438,Sean Harris,Footman
2464250,Maya Kazan,Eleanor
0249060,Ylfa Edelstein,Nurse Baker
0114088,Leon Addison Brown,Jesse Edwards
2531628,Charles Aitken,Henry Robertson
2906174,Tom Lipinski,Phillip Showalter
1306097,Lucas Papaelias,Eldon Pouncey
0939703,Frank Wood,Mr. Havershorn
2322283,Happy Anderson,Jimmy
0950953,Perry Yung,Ping Wu
1289484,Jennifer Ferrin,Abigail Alford
4751156,Ying Ying Li,Lin-Lin
0767929,Suzanne Savoy,Victoria Robertson
3660100,Richard James Porter,Monsignor Joseph Mills Lawlor
6277581,Nidhi Singh,Tanya
4853598,Sumeet Vyas,Mikesh Chaudhary
6905588,Deepak Kumar Mishra,Purushottam
0788918,Shishir Sharma,Brijmohan
2147526,Asrani,Subhash Chaudhary
0149441,Sheeba Chaddha,Lata Chaudhary
1189762,Darshan Jariwala,Mohanlal Chaudhary
1547964,Richard Ayoade,Dean Learner
1546196,Matt Berry,Dr. Lucien Sanchez
1478358,Matthew Holness,Dr. Rick Dagless M.D.
1546686,Alice Lowe,Madeleine Wool
0633618,Kim Noble,Jim
1027986,Julian Barratt,Padre
1187883,Matt Green,Chef's Assistant
0437998,Sarah Kants,Larry's Mother
0512627,Graham Linehan,Security Guard
0179996,Danielle Cormack,Bea Smith
0040753,Kate Atkinson,Vera Bennett
0409850,Celia Ireland,Liz Birdsworth
3507235,Shareena Clanton,Doreen Anderson
0535741,Robbie Magasiva,Will Jackson
1319592,Katrina Milosevic,Sue 'Boomer' Jenkins
0107306,Jacqueline Brennan,Linda Miles
1799451,Nicole da Silva,Franky Doyle
0704802,Pamela Rabe,Joan Ferguson
0420279,Aaron Jeffery,Matthew Fletcher
1263928,Socratis Otto,Maxine Conway
5496979,Katherine Grinlaw,Extra: Inmate
2973751,Ra Chapman,Kim Chang
4136330,Georgia Chara,Jess Warner
0849664,Libby Tanner,Bridget Westfall
6222687,Maggie Naouri,Rose Atkins
2139257,Murat Cemcir,Murat Cemcir
2899002,Ahmet Kural,Ahmet Kural
4873935,Sadi Celil Cengiz,Sadi Celil Cengiz
5511379,Ali Akdal,Kurgucu
5513187,Salih Bilen,Resepsiyonist Mesut
5511575,Ahmet Dursun,Boomcu Onur
5188998,Burak Satibol,Salih Abi
0344348,Yilmaz Gruda,Rüstem
2337097,Gaye Gürsel,Feride
5190830,Korhan Herduran,Vedat
1760353,Ceren Moray,Zehra Cengiz
1869798,Yeliz Sar,Tulay
0869292,Nazli Tosunoglu,Hala
1759786,Sinasi Yurtsever,Yapimci
0570364,Joel McHale,Jeff Winger
1843026,Gillian Jacobs,Britta Perry
2209821,Danny Pudi,Abed Nadir
1555340,Alison Brie,Annie Edison
0421822,Ken Jeong,Ben Chang
1304328,Yvette Nicole Brown,Shirley Bennett
0711110,Jim Rash,Dean Pelton
2255973,Donald Glover,Troy Barnes
0000331,Chevy Chase,Pierce Hawthorne
0258757,Richard Erdman,Leonard
0027199,Michael J. Anderson,Samson
0000105,Adrienne Barbeau,Ruthie
0000317,Clancy Brown,Brother Justin Crowe
0160503,Debra Christofferson,Lila
0215229,Tim DeKay,Clayton 'Jonesy' Jones
0245112,Clea DuVall,Sofie
0262193,Cynthia Ettinger,Rita Sue Dreifuss
0303013,Carla Gallo,Libby Dreifuss
0403947,Toby Huss,Felix 'Stumpy' Dreifuss
0001496,Amy Madigan,Iris Crowe
0001763,Nick Stahl,Ben Hawkins
0877134,Brian Turk,Gabriel
0758405,Diane Salinger,Apollonia
0000872,Patrick Bauchau,Professor Ernst Lodz
0906627,Ralph Waite,Reverend Norman Balthus
0001698,John Savage,Henry 'Hack' Scudder
0531924,Scott MacDonald,Burley
0460694,Robert Knepper,Tommy Dolan
0281387,John Fleck,Gecko
0824230,Karyne Steben,Alexandria
0002253,John Carroll Lynch,Varlyn Stroud
0824231,Sarah Steben,Caladonia
0793171,Blake Shields,Osgood
0000558,Leslie Nielsen,Det. Frank Drebin
0635978,Alan North,Capt. Ed Hocken
0358116,Rex Hamilton,Abraham Lincoln
0930506,Ed Williams,Mr. Olson
0240239,William Duell,Johnny
0527032,Peter Lupus,Norberg
0723921,Tessa Richarde,Mary
0642145,Ed O'Neill,Jay Pritchett
0005527,Sofía Vergara,Gloria Delgado-Pritchett
0100866,Julie Bowen,Claire Dunphy
0123092,Ty Burrell,Phil Dunphy
0272479,Jesse Tyler Ferguson,Mitchell Pritchett
0832314,Eric Stonestreet,Cameron Tucker
2349726,Rico Rodriguez,Manny Delgado
2188098,Nolan Gould,Luke Dunphy
0405103,Sarah Hyland,Haley Dunphy
1736769,Ariel Winter,Alex Dunphy
4682545,Aubrey Anderson-Emmons,Lily Tucker-Pritchett
0230064,Cathal J. Dodd,Wolverine
0125579,George Buza,Beast
0818049,Norm Spencer,Cyclops
0807649,Cedric Smith,Professor Charles Xavier
0952801,Lenore Zann,Rogue
0228324,Catherine Disher,Jean Grey
0693243,Chris Potter,Gambit
0183750,Alyson Court,Jubilee
0780585,Alison Sealy-Smith,Storm
0799591,John Simm,Cal McCaffrey
0531808,Kelly Macdonald,Della Smith
0631490,Bill Nighy,Cameron Foster
0322562,Philip Glenister,DCI William Bell
0607375,David Morrissey,Stephen Collins
0564215,James McAvoy,Dan Foster
0120111,Amelia Bullmore,Helen Preger
0938950,Benedict Wong,Pete Cheng
1368934,Rebekah Staton,Liz
0908116,Polly Walker,Anne Collins
0912938,Marc Warren,Dominic Foy
0269923,Michael Feast,Andrew Wilson
0616750,Johann Myers,Sonny Stagg
0121895,Tom Burke,Syd
0382508,Maureen Hibbert,Olicia Stagg
0491190,James Laurenson,George Fergus
0277525,Deborah Findlay,Greer Thornton
1256011,Christopher Simpson,Adam Greene
0318409,Sean Gilder,Sergeant 'Chewy' Cheweski
0531933,Shauna Macdonald,Sonia Baker
0752800,Rebecca Ryan,Karen Collins
1378554,Charlie Ryan,Louis Collins
0329556,Stuart Goodwin,Robert Bingham
0107372,Patrick Brennan,Neil Woods
0693317,Madeleine Potter,Professor Tate
1340424,Anthony Flanagan,Young Guy
0927846,Natasha Wightman,Sheena Gough
0416524,Geraldine James,Yvonne Shaps
1379811,Carla Du Bois,Hotel Receptionist
1382813,Elizabeth Elvin,Apex House Receptionist
0266623,Pui Fan Lee,Joy Cipriani
0880521,Liv Ullmann,Marianne
0430746,Erland Josephson,Johan
0511458,Gunnel Lindblom,Eva
1140345,Shaun Evans,DC Endeavour Morse
0019885,Roger Allam,DI Fred Thursday
0103495,James Bradshaw,Dr. Max DeBryn
0504320,Anton Lesser,Chief Superintendent Reginald Bright
5607429,Sean Rigby,PC Jim Strange
0642109,Caroline O'Neill,Win Thursday
2713087,Jack Laskey,DS Peter Jakes
0857173,Abigail Thaw,Dorothea Frazil
2335154,Sara Vickers,Joan Thursday
1827142,Jack Bannon,Sam Thursday
6042716,Shvorne Marks,Monica Hicks
2301950,Dakota Blue Richards,WPC Shirley Trewlove
0491402,Hugh Laurie,Bertie Wooster
0000410,Stephen Fry,Jeeves
0175305,Kevin Connolly,Eric Murphy
0004978,Adrian Grenier,Vincent Chase
0001143,Kevin Dillon,Johnny 'Drama' Chase
1483196,Jerry Ferrara,Turtle
0005315,Jeremy Piven,Ari Gold
0498076,Rex Lee,Lloyd
0716275,Perrey Reeves,Mrs. Ari
0000529,Debi Mazar,Shauna
0788009,Garry Shandling,Larry Sanders
0001787,Jeffrey Tambor,Hank Kingsley
0005120,Wallace Langham,Phil
0001800,Rip Torn,Arthur
0425982,Penny Johnson Jerald,Beverly Barnes
0000413,Janeane Garofalo,Paula
0234720,Linda Doucett,Darlene Chapinni
1432815,Volker Bruch,Wilhelm Winter
0771713,Tom Schilling,Friedhelm Winter
0778348,Katharina Schüttler,Greta
0825587,Miriam Stein,Charlotte
0872225,Ludwig Trepte,Viktor Goldstein
2409219,Mark Waschke,Dorn
1007965,Henriette Richter-Röhl,Hildegard
0775794,Götz Schubert,Dr. Jahn
2202601,Hildegard Schroedter,Oberschwester
0666788,Christiane Paul,Lilja
0343857,Sylvester Groth,Hiemer
2957324,Alina Levshin,Alina
0339730,Lucas Gregorowicz,Jerzy
0994950,Maxim Mehmet,Hauptmann Feigl
2900090,Adam Markiewicz,Stanislawski
0309404,Johanna Gastdorf,Friedhelms Mutter
0470793,Peter Kremer,Vater Winter
2012595,Trystan Pütter,Bertok
2418053,David Zimmerschied,Schneider
2056274,Joel Basman,Bartel
2165699,Anne Diemer,Dorns Frau
1311030,Karina Plachetka,Erika
0257102,Judith Engel,Frau Schulze
0484104,Sarah Lancashire,Catherine Cawood
0278239,Siobhan Finneran,Clare Cartwright
1600132,Shane Zaza,Shafiq Shah
3647676,Charlie Murphy,Ann Gallagher
3584268,James Norton,Tommy Lee Royce
6441597,Rhys Connah,Ryan Cawood
0072186,Ishia Bennison,Joyce
0912012,Rick Warden,Mike Taylor
0182688,George Costigan,Nevison Gallagher
0203801,Karl Davies,Daniel Cawood
0048575,Jill Baker,Helen Gallagher
0236413,Kevin Doyle,John Wadsworth
1006297,Joe Armstrong,Ashley Cowgill
0671487,Steve Pemberton,Kevin Weatherill
0291569,Vincent Franklin,Andy Shepherd
3072420,Adam Long,Lewis Whippey
1906500,Katherine Kelly,Jodie Shackleton
0381420,Julie Hesmondhalgh,Amanda Wadsworth
0725701,Derek Riddell,Richard Cawood
0376602,Shirley Henderson,Frances Drummond
7887654,Madison Brown,Amber Wadsworth
7887653,James Senneck,Ben Wadsworth
4505916,Mete Dursun,Gorkem Tekeli
6093872,Felix Johnson,Jack Wadsworth
0285726,Julia Ford,Jenny Weatherill
0642126,Con O'Neill,Neil Ackroyd
0507535,Matthew Lewis,Sean Balmforth
7409518,Craig Thomas Lambert,Police Officer - David Loyd
2253821,Adeel Akhtar,Wilson Wilson
0383467,Paul Higgins,Michael Dugdale
0556453,Neil Maskell,Arby
0642605,Fiona O'Shaughnessy,Jessica Hyde
0677944,Alistair Petrie,Geoff
3789989,Alexandra Roach,Becky
2805533,Nathan Stewart-Jarrett,Ian
4359366,Oliver Woollford,Grant
0312587,Ruth Gemmell,Jen Dugdale
0416524,Geraldine James,Milner
4454223,Emilia Jones,Alice Ward
0713961,Paul Ready,Lee
0289038,James Fox,Assistant
0534777,Anna Madeley,Anya
0001653,Stephen Rea,Letts
0494649,Sylvestra Le Touzel,Leah
0001519,Ian McDiarmid,Anton
0000568,Frank Oz,Fozzie Bear
0402611,Richard Hunt,Statler
0324397,Dave Goelz,Gonzo
0001345,Jim Henson,Kermit the Frog
0625456,Jerry Nelson,Floyd Pepper
0325028,Louise Gold,Additional Muppets
0926209,Steve Whitmire,Additional Muppets
0612020,Kathryn Mullen,Additional Muppets
0411717,Kôjun Itô,Ginko
0511088,Andrew Lincoln,Rick Grimes
3385128,Chandler Riggs,Carl Grimes
0005342,Norman Reedus,Daryl Dixon
0564350,Melissa McBride,Carol Peletier
1659348,Lauren Cohan,Maggie Greene
3081796,Steven Yeun,Glenn Rhee
1775091,Danai Gurira,Michonne
2792296,Sonequa Martin-Green,Sasha Williams
2782162,Emily Kinney,Beth Greene
1315153,Alanna Masterson,Tara Chambler
3129311,Josh McDermitt,Dr. Eugene Porter
1589312,Christian Serratos,Rosita Espinosa
0048982,Tom Baker,Doctor Who
0367156,William Hartnell,Dr. Who
0675727,Jon Pertwee,Doctor Who
0873743,Patrick Troughton,Dr. Who
0385668,Frazer Hines,Jamie McCrimmon
0183944,Nicholas Courtney,Brigadier Lethbridge Stewart
0331110,Pat Gorman,Guard
0805207,Elisabeth Sladen,Sarah Jane Smith
0384340,Jacqueline Hill,Barbara Wright
0257920,William Russell,Ian Chesterton
0543315,Katy Manning,Jo Grant
0552561,John Scott Martin,Dalek
0505244,John Levene,Sergeant Benton
0004775,Todd Bridges,Bud Harvey
0001658,Robert Reed,Dr. William Reynolds
0025309,John Amos,'Toby'
0801672,Madge Sinclair,Bell Reynolds
0001283,Louis Gossett Jr.,Fiddler
0607558,Vic Morrow,Ames
0001113,Brad Davis,Ol' George Johnson
0000996,LeVar Burton,Kunta Kinte
0313519,Lynda Day George,Mrs. Reynolds
0170724,Olivia Cole,Mathilda
0893965,Ben Vereen,'Chicken' George Moore
0427700,Carolyn Jones,Mrs. Moore
0880081,Leslie Uggams,Kizzy Reynolds
0175200,Chuck Connors,Tom Moore
0242098,Sandy Duncan,Missy Anne Reynolds
0000799,Edward Asner,Capt. Thomas Davies
0191783,Ji-Tu Cumbuka,Wrestler
0906627,Ralph Waite,Slater
0001296,Lorne Greene,John Reynolds
0203076,Thayer David,Harlan
0000978,Lloyd Bridges,Evan Brent
0113617,Georg Stanford Brown,Tom Harvey
0029723,Maya Angelou,Nyo Boto
0348214,Moses Gunn,Kintango
0711560,Thalmus Rasulala,Omoro
0382859,Hilly Hicks,Lewis Harvey
0722440,Hari Rhodes,Brima Cesay
0914925,William Watson,Gardner
0600508,Lynne Moody,Irene Harvey
0940758,Renn Woods,Fanta
0571599,Richard McKenzie,Sam Harvey
0447362,Sally Kemp,Lila Harvey
0791502,Paul Shenar,John Carrington
0004833,Gary Collins,Grill
0831288,Austin Stoker,Virgil Harvey
0083027,Lane Binkley,Martha Johnson
0207616,Lee de Broux,Trumbull
0865119,Beverly Todd,Fanta
0101931,Tanya Boyd,Genelva
0385320,Lawrence Hilton-Jacobs,Noah
0820566,Raymond St. Jacques,The Drummer
0179976,Pat Corley,Referee
0001079,Scatman Crothers,Mingo
